"National
Dex","Pokemon
Name",HP,Attack,Defense,"Special
Attack","Special
Defense",Speed,Total,Ability I,Ability II,Hidden Ability,Weight (kg),Height (m),Pokedex Color,Egg Group I,Egg Group II,Type I,Type II
333,Swablu,45,40,60,40,75,50,310,Natural Cure,NULL,Cloud Nine,1.2,0.4,Blue,Flying,Dragon,Normal,Flying
334,Altaria,75,70,90,70,105,80,490,Natural Cure,NULL,Cloud Nine,20.6,1.1,Blue,Flying,Dragon,Dragon,Flying
334.1,Altaria (Mega),75,110,110,110,105,80,590,Pixilate,NULL,NULL,20.6,1.5,Blue,Flying,Dragon,Dragon,Fairy
335,Zangoose,73,115,60,60,60,90,458,Immunity,NULL,Poison Rampage,40.3,1.3,White,Field,NULL,Normal,NULL
336,Seviper,73,100,60,100,60,65,458,Shed Skin,NULL,Infiltrator,52.5,2.7,Black,Field,Dragon,Poison,NULL
337,Lunatone,90,55,65,95,85,70,460,Levitate,NULL,NULL,168,1,Yellow,Mineral,NULL,Rock,Psychic
338,Solrock,90,95,85,55,65,70,460,Levitate,NULL,NULL,154,1.2,Red,Mineral,NULL,Rock,Psychic
339,Barboach,50,48,43,46,41,60,288,Oblivious,Anticipation,Hydration,1.9,0.4,Gray,Water 2,NULL,Water,Ground
340,Whiscash,110,78,73,76,71,60,468,Oblivious,Anticipation,Hydration,23.6,0.9,Blue,Water 2,NULL,Water,Ground
341,Corphish,43,80,65,50,35,35,308,Hyper Cutter,Shell Armor,Adaptability,11.5,0.6,Red,Water 1,Water 3,Water,NULL
342,Crawdaunt,63,120,85,90,55,55,468,Hyper Cutter,Shell Armor,Adaptability,32.8,1.1,Red,Water 1,Water 3,Water,Dark
343,Baltoy,40,40,55,40,70,55,300,Levitate,NULL,NULL,21.5,0.5,Brown,Mineral,NULL,Ground,Psychic
344,Claydol,60,70,105,70,120,75,500,Levitate,NULL,NULL,108,1.5,Black,Mineral,NULL,Ground,Psychic
345,Lileep,66,41,77,61,87,23,355,Suction Cups,NULL,Storm Drain,23.8,1,Purple,Water 3,NULL,Rock,Grass
346,Cradily,86,81,97,81,107,43,495,Suction Cups,NULL,Storm Drain,60.4,1.5,Green,Water 3,NULL,Rock,Grass
347,Anorith,45,95,50,40,50,75,355,Battle Armor,NULL,Swift Swim,12.5,0.7,Gray,Water 3,NULL,Rock,Bug
348,Armaldo,75,125,100,70,80,45,495,Battle Armor,NULL,Swift Swim,68.2,1.5,Gray,Water 3,NULL,Rock,Bug
349,Feebas,20,15,20,10,55,80,200,Swift Swim,NULL,Adaptability,7.4,0.6,Brown,Water 1,Dragon,Water,NULL
350,Milotic,95,60,79,100,125,81,540,Marvel Scale,Competitive,Cute Charm,162,6.2,Pink,Water 1,Dragon,Water,NULL
351,Castform (Normal),70,70,70,70,70,70,420,Forecast,NULL,NULL,0.8,0.3,Gray,Fairy,Amorphous,Normal,NULL
351.1,Castform (Rainy),70,70,70,70,70,70,420,Forecast,NULL,NULL,0.8,0.3,Blue,Fairy,Amorphous,Water,NULL
351.2,Castform (Snowy),70,70,70,70,70,70,420,Forecast,NULL,NULL,0.8,0.3,White,Fairy,Amorphous,Ice,NULL
351.3,Castform (Sunny),70,70,70,70,70,70,420,Forecast,NULL,NULL,0.8,0.3,Red,Fairy,Amorphous,Fire,NULL
352,Kecleon,60,90,70,60,120,40,440,Color Change,NULL,NULL,22,1,Green,Field,NULL,Normal,NULL
353,Shuppet,44,75,35,63,33,45,295,Insomnia,Frisk,Cursed Body,2.3,0.6,Black,Amorphous,NULL,Ghost,NULL
354,Banette,64,115,65,83,63,65,455,Insomnia,Frisk,Cursed Body,12.5,1.1,Black,Amorphous,NULL,Ghost,NULL
354.1,Banette (Mega),64,165,75,93,83,75,555,Prankster,NULL,NULL,13,1.2,Black,Amorphous,NULL,Ghost,NULL
355,Duskull,20,40,90,30,90,25,295,Levitate,NULL,NULL,15,0.8,Black,Amorphous,NULL,Ghost,NULL
356,Dusclops,40,70,130,60,130,25,455,Pressure,NULL,NULL,30.6,1.6,Black,Amorphous,NULL,Ghost,NULL
357,Tropius,99,68,83,72,87,51,460,Chlorophyll,Solar Power,Harvest,100,2,Green,Monster,Grass,Grass,Flying
358,Chimecho,75,50,89,95,90,65,464,Levitate,NULL,NULL,1,0.6,Blue,Amorphous,NULL,Psychic,NULL
359,Absol,65,130,60,75,60,75,465,Pressure,Super Luck,Justified,47,1.2,White,Field,NULL,Dark,NULL
359.1,Absol (Mega),65,150,60,115,60,115,565,Magic Bounce,NULL,NULL,49,1.2,White,Field,NULL,Dark,NULL
360,Wynaut,95,23,48,23,48,23,260,Shadow Tag,NULL,Telepathy,14,0.6,Blue,Undiscovered,NULL,Psychic,NULL
361,Snorunt,50,50,50,50,50,50,300,Inner Focus,Ice Body,Moody,16.8,0.7,Gray,Fairy,Mineral,Ice,NULL
362,Glalie,80,80,80,80,80,80,480,Inner Focus,Ice Body,Moody,256.5,1.5,Gray,Fairy,Mineral,Ice,NULL
362.1,Glalie (Mega),80,120,80,120,80,100,580,Refrigerate,NULL,NULL,350.2,2.1,Gray,Fairy,Mineral,Ice,NULL
363,Spheal,70,40,50,55,50,25,290,Thick Fat,Ice Body,Oblivious,39.5,0.8,Blue,Water 1,Field,Ice,Water
364,Sealeo,90,60,70,75,70,45,410,Thick Fat,Ice Body,Oblivious,87.6,1.1,Blue,Water 1,Field,Ice,Water
365,Walrein,110,80,90,95,90,65,530,Thick Fat,Ice Body,Oblivious,150.6,1.4,Blue,Water 1,Field,Ice,Water
366,Clamperl,35,64,85,74,55,32,345,Shell Armor,NULL,Rattled,52.5,0.4,Blue,Water 1,NULL,Water,NULL
367,Huntail,55,104,105,94,75,52,485,Swift Swim,NULL,Water Veil,27,1.7,Blue,Water 1,NULL,Water,NULL
368,Gorebyss,55,84,105,114,75,52,485,Swift Swim,NULL,Hydration,22.6,1.8,Pink,Water 1,NULL,Water,NULL
369,Relicanth,100,90,130,45,65,55,485,Swift Swim,Rock Head,Sturdy,23.4,1,Gray,Water 1,Water 2,Water,Rock
370,Luvdisc,43,30,55,40,65,97,330,Swift Swim,NULL,Hydration,8.7,0.6,Pink,Water 2,NULL,Water,NULL
371,Bagon,45,75,60,40,30,50,300,Rock Head,NULL,Sheer Force,42.1,0.6,Blue,Dragon,NULL,Dragon,NULL
372,Shelgon,65,95,100,60,50,50,420,Rock Head,NULL,Overcoat,110.5,1.1,White,Dragon,NULL,Dragon,NULL
373,Salamence,95,135,80,110,80,100,600,Intimidate,NULL,Moxie,102.6,1.5,Blue,Dragon,NULL,Dragon,Flying
373.1,Salamence (Mega),95,145,130,120,90,120,700,Aerilate,NULL,NULL,112.6,1.8,Blue,Dragon,NULL,Dragon,Flying
374,Beldum,40,55,80,35,60,30,300,Clear Body,NULL,Light Metal,95.2,0.6,Blue,Mineral,NULL,Steel,Psychic
375,Metang,60,75,100,55,80,50,420,Clear Body,NULL,Light Metal,202.5,1.2,Blue,Mineral,NULL,Steel,Psychic
376,Metagross,80,135,130,95,90,70,600,Clear Body,NULL,Light Metal,550,1.6,Blue,Mineral,NULL,Steel,Psychic
376.1,Metagross (Mega),80,145,150,105,110,110,700,Tough Claws,NULL,NULL,942.9,2.5,Blue,Mineral,NULL,Steel,Psychic
377,Regirock,80,100,200,50,100,50,580,Clear Body,NULL,Sturdy,230,1.7,Brown,Undiscovered,NULL,Rock,NULL
378,Regice,80,50,100,100,200,50,580,Clear Body,NULL,Ice Body,175,1.8,Blue,Undiscovered,NULL,Ice,NULL
379,Registeel,80,75,150,75,150,50,580,Clear Body,NULL,Light Metal,205,1.9,Gray,Undiscovered,NULL,Steel,NULL
380,Latias,80,80,90,110,130,110,600,Levitate,NULL,NULL,40,1.4,Red,Undiscovered,NULL,Dragon,Psychic
380.1,Latias,80,100,120,140,150,110,700,Levitate,NULL,NULL,40,1.4,Purple,Undiscovered,NULL,Dragon,Psychic
381,Latios,80,90,80,130,110,110,600,Levitate,NULL,NULL,60,2,Blue,Undiscovered,NULL,Dragon,Psychic
381.1,Latios,80,130,100,160,120,110,700,Levitate,NULL,NULL,60,2,Purple,Undiscovered,NULL,Dragon,Psychic
382,Kyogre,100,100,90,150,140,90,670,Drizzle,NULL,NULL,352,4.5,Blue,Undiscovered,NULL,Water,NULL
382.1,Kyogre (Primal),100,150,90,180,160,90,770,Primordial Sea,NULL,NULL,430,9.8,Blue,Undiscovered,NULL,Water,NULL
383,Groudon,100,150,140,100,90,90,670,Drought,NULL,NULL,950,3.5,Red,Undiscovered,NULL,Ground,NULL
383.1,Groudon (Primal),100,180,160,150,90,90,770,Desolate Land,NULL,NULL,999.7,5,Red,Undiscovered,NULL,Ground,Fire
384,Rayquaza,105,150,90,150,90,95,680,Air Lock,NULL,NULL,206.5,7,Green,Undiscovered,NULL,Dragon,Flying
384.1,Rayquaza (Mega),105,180,100,180,100,115,780,Delta Stream,NULL,NULL,206.5,7,Green,Undiscovered,NULL,Dragon,Flying
385,Jirachi,100,100,100,100,100,100,600,Serene Grace,NULL,NULL,1.1,0.3,Yellow,Undiscovered,NULL,Steel,Psychic
386,Deoxys (Normal),50,150,50,150,50,150,600,Pressure,NULL,NULL,60.8,1.7,Red,Undiscovered,NULL,Psychic,NULL
386.1,Deoxys (Attack),50,180,20,180,20,150,600,Pressure,NULL,NULL,60.8,1.7,Red,Undiscovered,NULL,Psychic,NULL
386.2,Deoxys (Defense),50,70,160,70,160,90,600,Pressure,NULL,NULL,60.8,1.7,Red,Undiscovered,NULL,Psychic,NULL
386.3,Deoxys (Speed),50,95,90,95,90,180,600,Pressure,NULL,NULL,60.8,1.7,Red,Undiscovered,NULL,Psychic,NULL
387,Turtwig,55,68,64,45,55,31,318,Overgrow,NULL,Shell Armor,10.2,0.4,Green,Monster,Grass,Grass,NULL
388,Grotle,75,89,85,55,65,36,405,Overgrow,NULL,Shell Armor,97,1.1,Green,Monster,Grass,Grass,NULL
389,Torterra,95,109,105,75,85,56,525,Overgrow,NULL,Shell Armor,310,2.2,Green,Monster,Grass,Grass,Ground
390,Chimchar,44,58,44,58,44,61,309,Blaze,NULL,Iron Fist,6.2,0.5,Brown,Field,Human-Like,Fire,NULL
391,Monferno,64,78,52,78,52,81,405,Blaze,NULL,Iron Fist,22,0.9,Brown,Field,Human-Like,Fire,Fighting
392,Infernape,76,104,71,104,71,108,534,Blaze,NULL,Iron Fist,55,1.2,Brown,Field,Human-Like,Fire,Fighting
393,Piplup,53,51,53,61,56,40,314,Torrent,NULL,Defiant,5.2,0.4,Blue,Water 1,Field,Water,NULL
394,Prinplup,64,66,68,81,76,50,405,Torrent,NULL,Defiant,23,0.8,Blue,Water 1,Field,Water,NULL
395,Empoleon,84,86,88,111,101,60,530,Torrent,NULL,Defiant,84.5,1.7,Blue,Water 1,Field,Water,Steel
396,Starly,40,55,30,30,30,60,245,Keen Eye,NULL,NULL,2,0.3,Brown,Flying,NULL,Normal,Flying
397,Staravia,55,75,50,40,40,80,340,Intimidate,NULL,Reckless,15.5,0.6,Brown,Flying,NULL,Normal,Flying
398,Staraptor,85,120,70,50,60,100,485,Intimidate,NULL,Reckless,24.9,1.2,Brown,Flying,NULL,Normal,Flying
399,Bidoof,59,45,40,35,40,31,250,Simple,Unaware,Moody,20,0.5,Brown,Water 1,Field,Normal,NULL
400,Bibarel,79,85,60,60,71,55,410,Simple,Unaware,Moody,31.5,1,Brown,Water 1,Field,Normal,Water
401,Kricketot,37,25,41,25,41,25,194,Shed Skin,NULL,Run Away,2.2,0.3,Red,Bug,NULL,Bug,NULL
402,Kricketune,77,85,51,55,51,65,384,Swarm,NULL,Technician,25.5,1,Red,Bug,NULL,Bug,NULL
403,Shinx,45,65,34,40,34,45,263,Rivalry,Intimidate,Guts,9.5,0.5,Blue,Field,NULL,Electric,NULL
404,Luxio,60,85,49,60,49,60,363,Rivalry,Intimidate,Guts,30.5,0.9,Blue,Field,NULL,Electric,NULL
405,Luxray,80,120,79,95,79,70,523,Rivalry,Intimidate,Guts,42,1.4,Blue,Field,NULL,Electric,NULL
406,Budew,40,30,35,50,70,55,280,Natural Cure,Poison Point,Leaf Guard,1.2,0.2,Green,Undiscovered,NULL,Grass,Poison
407,Roserade,60,70,65,125,105,90,515,Natural Cure,Poison Point,Technician,14.5,0.9,Green,Fairy,Grass,Grass,Poison
408,Cranidos,67,125,40,30,30,58,350,Mold Breaker,NULL,Sheer Force,31.5,0.9,Blue,Monster,NULL,Rock,NULL
409,Rampardos,97,165,60,65,50,58,495,Mold Breaker,NULL,Sheer Force,102.5,1.6,Blue,Monster,NULL,Rock,NULL
410,Shieldon,30,42,118,42,88,30,350,Sturdy,NULL,Soundproof,57,0.5,Gray,Monster,NULL,Rock,Steel
411,Bastiodon,60,52,168,47,138,30,495,Sturdy,NULL,Soundproof,149.5,1.3,Gray,Monster,NULL,Rock,Steel
412,Burmy (Plant),40,29,45,29,45,36,224,Shed Skin,NULL,Overcoat,3.4,0.2,Green,Bug,NULL,Bug,NULL
412.1,Burmy (Sandy),40,29,45,29,45,36,224,Shed Skin,NULL,Overcoat,3.4,0.2,Brown,Bug,NULL,Bug,NULL
412.2,Burmy (Trash),40,29,45,29,45,36,224,Shed Skin,NULL,Overcoat,3.4,0.2,Red,Bug,NULL,Bug,NULL
413,Wormadam (Plant),60,59,85,79,105,36,424,Anticipation,NULL,Overcoat,6.5,0.5,Green,Bug,NULL,Bug,Grass
413.1,Wormadam (Sandy),60,79,105,59,85,36,424,Anticipation,NULL,Overcoat,6.5,0.5,Brown,Bug,NULL,Bug,Ground
413.2,Wormadam (Trash),60,69,95,69,95,36,424,Anticipation,NULL,Overcoat,6.5,0.5,Red,Bug,NULL,Bug,Steel
414,Mothim,70,94,50,94,50,66,424,Swarm,NULL,Tinted Lens,23.3,0.9,Yellow,Bug,NULL,Bug,Flying
415,Combee,30,30,42,30,42,70,244,Honey Gather,NULL,Hustle,5.5,0.3,Yellow,Bug,NULL,Bug,Flying
416,Vespiquen,70,80,102,80,102,40,474,Pressure,NULL,Unnerve,38.5,1.2,Yellow,Bug,NULL,Bug,Flying
417,Pachirisu,60,45,70,45,90,95,405,Run Away,Pickup,Volt Absorb,3.9,0.4,White,Field,Fairy,Electric,NULL
418,Buizel,55,65,35,60,30,85,330,Swift Swim,NULL,Water Veil,29.5,0.7,Brown,Water 1,Field,Water,NULL
419,Floatzel,85,105,55,85,50,115,495,Swift Swim,NULL,Water Veil,33.5,1.1,Brown,Water 1,Field,Water,NULL
420,Cherubi,45,35,45,62,53,35,275,Chlorophyll,NULL,NULL,3.3,0.4,Pink,Fairy,Grass,Grass,NULL
421,Cherrim (Overcast),70,60,70,87,78,85,450,Flower Gift,NULL,NULL,9.3,0.5,Purple,Fairy,Grass,Grass,NULL
421.1,Cherrim (Sunshine),70,60,70,87,78,85,450,Flower Gift,NULL,NULL,9.3,0.5,Pink,Fairy,Grass,Grass,NULL
422,Shellos (East),76,48,48,57,62,34,325,Sticky Hold,Storm Drain,Sand Force,6.3,0.3,Blue,Water 1,Amorphous,Water,NULL
422.1,Shellos (West),76,48,48,57,62,34,325,Sticky Hold,Storm Drain,Sand Force,6.3,0.3,Purple,Water 1,Amorphous,Water,NULL
423,Gastrodon (East),111,83,68,92,82,39,475,Sticky Hold,Storm Drain,Sand Force,29.9,0.9,Blue,Water 1,NULL,Water,Ground
423.1,Gastrodon (West),111,83,68,92,82,39,475,Sticky Hold,Storm Drain,Sand Force,29.9,0.9,Purple,Water 1,Amorphous,Water,Ground
424,Ambipom,75,100,66,60,66,115,482,Technician,Pickup,Skill Link,20.3,1.2,Purple,Field,NULL,Normal,NULL
425,Drifloon,90,50,34,60,44,70,348,Aftermath,Unburden,Flare Boost,1.2,0.4,Purple,Amorphous,NULL,Ghost,Flying
426,Drifblim,150,80,44,90,54,80,498,Aftermath,Unburden,Flare Boost,15,1.2,Purple,Amorphous,NULL,Ghost,Flying
427,Buneary,55,66,44,44,56,85,350,Run Away,Klutz,Limber,5.5,0.4,Brown,Field,Human-Like,Normal,NULL
428,Lopunny,65,76,84,54,96,105,480,Cute Charm,Klutz,Limber,33.3,1.2,Brown,Field,Human-Like,Normal,NULL
428.1,Lopunny (Mega),65,136,94,54,96,135,580,Scrappy,NULL,NULL,28.3,1.3,Brown,Field,Human-Like,Normal,Fighting
429,Mismagius,60,60,60,105,105,105,495,Levitate,NULL,NULL,4.4,0.9,Purple,Amorphous,NULL,Ghost,NULL
430,Honchkrow,100,125,52,105,52,71,505,Insomnia,Super Luck,Moxie,27.3,0.9,Black,Flying,NULL,Dark,Flying
431,Glameow,49,55,42,42,37,85,310,Limber,Own Tempo,Keen Eye,3.9,0.5,Gray,Field,NULL,Normal,NULL
432,Purugly,71,82,64,64,59,112,452,Thick Fat,Own Tempo,Defiant,43.8,1,Gray,Field,NULL,Normal,NULL
433,Chingling,45,30,50,65,50,45,285,Levitate,NULL,NULL,0.6,0.2,Yellow,Undiscovered,NULL,Psychic,NULL
434,Stunky,63,63,47,41,41,74,329,Stench,Aftermath,Keen Eye,19.2,0.4,Purple,Field,NULL,Poison,Dark
435,Skuntank,103,93,67,71,61,84,479,Stench,Aftermath,Keen Eye,38,1,Purple,Field,NULL,Poison,Dark
436,Bronzor,57,24,86,24,86,23,300,Levitate,Heatproof,Heavy Metal,60.5,0.5,Green,Mineral,NULL,Steel,Psychic
437,Bronzong,67,89,116,79,116,33,500,Levitate,Heatproof,Heavy Metal,187,1.3,Green,Mineral,NULL,Steel,Psychic
438,Bonsly,50,80,95,10,45,10,290,Sturdy,Rock Head,Rattled,15,0.5,Brown,Undiscovered,NULL,Rock,NULL
439,Mime Jr.,20,25,45,70,90,60,310,Soundproof,Filter,Technician,13,0.6,Pink,Undiscovered,NULL,Psychic,Fairy
440,Happiny,100,5,5,15,65,30,220,Natural Cure,Serene Grace,Friend Guard,24.4,0.6,Pink,Undiscovered,NULL,Normal,NULL
441,Chatot,76,65,45,92,42,91,411,Keen Eye,Tangled Feet,Big Pecks,1.9,0.5,Black,Flying,NULL,Normal,Flying
442,Spiritomb,50,92,108,92,108,35,485,Pressure,NULL,Infiltrator,108,1,Purple,Amorphous,NULL,Ghost,Dark
443,Gible,58,70,45,40,45,42,300,Sand Veil,NULL,Rough Skin,20.5,0.7,Blue,Monster,Dragon,Dragon,Ground
444,Gabite,68,90,65,50,55,82,410,Sand Veil,NULL,Rough Skin,56,1.4,Blue,Monster,Dragon,Dragon,Ground
445,Garchomp,108,130,95,80,85,102,600,Sand Veil,NULL,Rough Skin,95,1.9,Blue,Monster,Dragon,Dragon,Ground
445.1,Garchomp (Mega),108,170,115,120,95,92,700,Sand Force,NULL,NULL,95,1.9,Blue,Monster,Dragon,Dragon,Ground
446,Munchlax,135,85,40,40,85,5,390,Pickup,Thick Fat,Gluttony,105,0.6,Black,Undiscovered,NULL,Normal,NULL
447,Riolu,40,70,40,35,40,60,285,Steadfast,Inner Focus,Prankster,20.2,0.7,Blue,Undiscovered,NULL,Fighting,NULL
448,Lucario,70,110,70,115,70,90,525,Steadfast,Inner Focus,Justified,54,1.2,Blue,Field,Human-Like,Fighting,Steel
448.1,Lucario (Mega),70,145,88,140,70,112,625,Adaptability,NULL,NULL,57.5,1.3,Blue,Field,Human-Like,Fighting,Steel
449,Hippopotas,68,72,78,38,42,32,330,Sand Stream,NULL,Sand Force,49.5,0.8,Brown,Field,NULL,Ground,NULL
450,Hippowdon,108,112,118,68,72,47,525,Sand Stream,NULL,Sand Force,300,2,Brown,Field,NULL,Ground,NULL
451,Skorupi,40,50,90,30,55,65,330,Battle Armor,Sniper,Keen Eye,12,0.8,Purple,Bug,Water 3,Poison,Bug
452,Drapion,70,90,110,60,75,95,500,Battle Armor,Sniper,Keen Eye,61.5,1.3,Purple,Bug,Water 3,Poison,Dark
453,Croagunk,48,61,40,61,40,50,300,Anticipation,Dry Skin,Poison Touch,23,0.7,Blue,Human-Like,NULL,Poison,Fighting
454,Toxicroak,83,106,65,86,65,85,490,Anticipation,Dry Skin,Poison Touch,44.4,1.3,Blue,Human-Like,NULL,Poison,Fighting
455,Carnivine,74,100,72,90,72,46,454,Levitate,NULL,NULL,27,1.4,Green,Grass,NULL,Grass,NULL
456,Finneon,49,49,56,49,61,66,330,Swift Swim,Storm Drain,Water Veil,7,0.4,Blue,Water 2,NULL,Water,NULL
457,Lumineon,69,69,76,69,86,91,460,Swift Swim,Storm Drain,Water Veil,24,1.2,Blue,Water 2,NULL,Water,NULL
458,Mantyke,45,20,50,60,120,50,345,Swift Swim,Water Absorb,NULL,65,1,Blue,Undiscovered,NULL,Water,Flying
459,Snover,60,62,50,62,60,40,334,Snow Warning,NULL,Soundproof,50.5,1,White,Monster,Grass,Grass,Ice
460,Abomasnow,90,92,75,92,85,60,494,Snow Warning,NULL,Soundproof,135.5,2.2,White,Monster,Grass,Grass,Ice
460.1,Abomasnow (Mega),90,132,105,132,105,30,594,Snow Warning,NULL,NULL,185,2.7,White,Monster,Grass,Grass,Ice
461,Weavile,70,120,65,45,85,125,510,Pressure,NULL,Pickpocket,34,1.1,Black,Field,NULL,Dark,Ice
462,Magnezone,70,70,115,130,90,60,535,Magnet Pull,Sturdy,Analytic,180,1.2,Gray,Mineral,NULL,Electric,Steel
463,Lickilicky,110,85,95,80,95,50,515,Own Tempo,Oblivious,Cloud Nine,140,1.7,Pink,Monster,NULL,Normal,NULL
464,Rhyperior,115,140,130,55,55,40,535,Lightningrod,Solid Rock,Reckless,282.8,2.4,Gray,Monster,Field,Ground,Rock
465,Tangrowth,100,100,125,110,50,50,535,Chlorophyll,Leaf Guard,Regenerator,128.6,2,Blue,Grass,NULL,Grass,NULL
466,Electivire,75,123,67,95,85,95,540,Motor Drive,NULL,Vital Spirit,138.6,1.8,Yellow,Human-Like,NULL,Electric,NULL
467,Magmortar,75,95,67,125,95,83,540,Flame Body,NULL,Vital Spirit,68,1.6,Red,Human-Like,NULL,Fire,NULL
468,Togekiss,85,50,95,120,115,80,545,Hustle,Serene Grace,Super Luck,38,1.5,White,Flying,Fairy,Fairy,Flying
469,Yanmega,86,76,86,116,56,95,515,Speed Boost,Tinted Lens,Frisk,51.5,1.9,Green,Bug,NULL,Bug,Flying
470,Leafeon,65,110,130,60,65,95,525,Leaf Guard,NULL,Chlorophyll,25.5,1,Green,Field,NULL,Grass,NULL
471,Glaceon,65,60,110,130,95,65,525,Snow Cloak,NULL,Ice Body,25.9,0.8,Blue,Field,NULL,Ice,NULL
472,Gliscor,75,95,125,45,75,95,510,Hyper Cutter,Sand Veil,Poison Heal,42.5,2,Purple,Bug,NULL,Ground,Flying
473,Mamoswine,110,130,80,70,60,80,530,Oblivious,Snow Cloak,Thick Fat,291,2.5,Brown,Field,NULL,Ice,Ground
474,Porygon-Z,85,80,70,135,75,90,535,Adaptability,Download,Analytic,34,0.9,Red,Mineral,NULL,Normal,NULL
475,Gallade,68,125,65,65,115,80,518,Steadfast,Sharpness,Justified,52,1.6,White,Amorphous,NULL,Psychic,Fighting
475.1,Gallade (Mega),68,165,95,65,115,110,618,Inner Focus,NULL,NULL,56.4,1.6,White,Amorphous,NULL,Psychic,Fighting
476,Probopass,60,55,145,75,150,40,525,Sturdy,Magnet Pull,Sand Force,340,1.4,Gray,Mineral,NULL,Rock,Steel
477,Dusknoir,45,100,135,65,135,45,525,Pressure,NULL,NULL,106.6,2.2,Black,Amorphous,NULL,Ghost,NULL
478,Froslass,70,80,70,80,70,110,480,Snow Cloak,NULL,Cursed Body,26.6,1.3,White,Fairy,Mineral,Ice,Ghost
479,Rotom,50,50,77,95,77,91,440,Levitate,NULL,NULL,0.3,0.3,Red,Amorphous,NULL,Electric,Ghost
479.1,Rotom (Heat),50,65,107,105,107,86,520,Levitate,NULL,NULL,0.3,0.3,Red,Amorphous,NULL,Electric,Fire
479.2,Rotom (Wash),50,65,107,105,107,86,520,Levitate,NULL,NULL,0.3,0.3,Red,Amorphous,NULL,Electric,Water
479.3,Rotom (Frost),50,65,107,105,107,86,520,Levitate,NULL,NULL,0.3,0.3,Red,Amorphous,NULL,Electric,Ice
479.4,Rotom (Fan),50,65,107,105,107,86,520,Levitate,NULL,NULL,0.3,0.3,Red,Amorphous,NULL,Electric,Flying
479.5,Rotom (Mow),50,65,107,105,107,86,520,Levitate,NULL,NULL,0.3,0.3,Red,Amorphous,NULL,Electric,Grass
480,Uxie,75,75,130,75,130,95,580,Levitate,NULL,NULL,0.3,0.3,Yellow,Undiscovered,NULL,Psychic,NULL
481,Mesprit,80,105,105,105,105,80,580,Levitate,NULL,NULL,0.3,0.3,Pink,Undiscovered,NULL,Psychic,NULL
482,Azelf,75,125,70,125,70,115,580,Levitate,NULL,NULL,0.3,0.3,Blue,Undiscovered,NULL,Psychic,NULL
483,Dialga (Altered),100,120,120,150,100,90,680,Pressure,NULL,Telepathy,683,5.4,White,Undiscovered,NULL,Steel,Dragon
483.1,Dialga (Origin),100,100,120,150,120,90,680,Pressure,NULL,Telepathy,850,7,White,Undiscovered,NULL,Steel,Dragon
484,Palkia (Altered),90,120,100,150,120,100,680,Pressure,NULL,Telepathy,336,4.2,Purple,Undiscovered,NULL,Water,Dragon
484.1,Palkia (Origin),90,100,100,150,120,120,680,Pressure,NULL,Telepathy,660,6.3,Purple,Undiscovered,NULL,Water,Dragon
485,Heatran,91,90,106,130,106,77,600,Flash Fire,NULL,Flame Body,430,1.7,Brown,Undiscovered,NULL,Fire,Steel
486,Regigigas,110,160,110,80,110,100,670,Slow Start,NULL,NULL,420,3.7,White,Undiscovered,NULL,Normal,NULL
487,Giratina (Altered),150,100,120,100,120,90,680,Pressure,NULL,Telepathy,750,4.5,Black,Undiscovered,NULL,Ghost,Dragon
487.1,Giratina (Origin),150,120,100,120,100,90,680,Levitate,NULL,NULL,650,6.9,Black,Undiscovered,NULL,Ghost,Dragon
488,Cresselia,120,70,110,75,120,85,580,Levitate,NULL,NULL,85.6,1.5,Yellow,Undiscovered,NULL,Psychic,NULL
489,Phione,80,80,80,80,80,80,480,Hydration,NULL,NULL,3.1,0.4,Blue,Water 1,Fairy,Water,NULL
490,Manaphy,100,100,100,100,100,100,600,Hydration,NULL,NULL,1.4,0.3,Blue,Water 1,Fairy,Water,NULL
491,Darkrai,70,90,90,135,90,125,600,Bad Dreams,NULL,NULL,50.5,1.5,Black,Undiscovered,NULL,Dark,NULL
492,Shaymin (Land),100,100,100,100,100,100,600,Natural Cure,NULL,NULL,2.1,0.2,Green,Undiscovered,NULL,Grass,NULL
492.1,Shaymin (Sky),100,103,75,120,75,127,600,Serene Grace,NULL,NULL,5.2,0.4,Green,Undiscovered,NULL,Grass,Flying
493,Arceus,120,120,120,120,120,120,720,Multitype,NULL,NULL,320,3.2,White,Undiscovered,NULL,Normal,NULL
494,Victini,100,100,100,100,100,100,600,Victory Star,NULL,NULL,4,0.4,Yellow,Undiscovered,NULL,Psychic,Fire
495,Snivy,45,45,55,45,55,63,308,Overgrow,NULL,Contrary,8.1,0.6,Green,Field,Grass,Grass,NULL
496,Servine,60,60,75,60,75,83,413,Overgrow,NULL,Contrary,16,0.8,Green,Field,Grass,Grass,NULL
497,Serperior,75,75,95,75,95,113,528,Overgrow,NULL,Contrary,63,3.3,Green,Field,Grass,Grass,NULL
498,Tepig,65,63,45,45,45,45,308,Blaze,NULL,Thick Fat,9.9,0.5,Red,Field,NULL,Fire,NULL
499,Pignite,90,93,55,70,55,55,418,Blaze,NULL,Thick Fat,55.5,1,Red,Field,NULL,Fire,Fighting
500,Emboar,110,123,65,100,65,65,528,Blaze,NULL,Reckless,150,1.6,Red,Field,NULL,Fire,Fighting
501,Oshawott,55,55,45,63,45,45,308,Torrent,NULL,Shell Armor,5.9,0.5,Blue,Field,NULL,Water,NULL
