"National
Dex","Pokemon
Name",HP,Attack,Defense,"Special
Attack","Special
Defense",Speed,Total,Ability I,Ability II,Hidden Ability,Weight (kg),Height (m),Pokedex Color,Egg Group I,Egg Group II,Type I,Type II
333,Swablu,45,40,60,40,75,50,310,Natural Cure,NULL,Cloud Nine,1.2,0.4,Blue,Flying,Dragon,Normal,Flying
334,Altaria,75,70,90,70,105,80,490,Natural Cure,NULL,Cloud Nine,20.6,1.1,Blue,Flying,Dragon,Dragon,Flying
334.1,Altaria (Mega),75,110,110,110,105,80,590,Pixilate,NULL,NULL,20.6,1.5,Blue,Flying,Dragon,Dragon,Fairy
335,Zangoose,73,115,60,60,60,90,458,Immunity,NULL,Poison Rampage,40.3,1.3,White,Field,NULL,Normal,NULL
336,Seviper,73,100,60,100,60,65,458,Shed Skin,NULL,Infiltrator,52.5,2.7,Black,Field,Dragon,Poison,NULL
337,Lunatone,90,55,65,95,85,70,460,Levitate,NULL,NULL,168,1,Yellow,Mineral,NULL,Rock,Psychic
338,Solrock,90,95,85,55,65,70,460,Levitate,NULL,NULL,154,1.2,Red,Mineral,NULL,Rock,Psychic
339,Barboach,50,48,43,46,41,60,288,Oblivious,Anticipation,Hydration,1.9,0.4,Gray,Water 2,NULL,Water,Ground
340,Whiscash,110,78,73,76,71,60,468,Oblivious,Anticipation,Hydration,23.6,0.9,Blue,Water 2,NULL,Water,Ground
341,Corphish,43,80,65,50,35,35,308,Hyper Cutter,Shell Armor,Adaptability,11.5,0.6,Red,Water 1,Water 3,Water,NULL
342,Crawdaunt,63,120,85,90,55,55,468,Hyper Cutter,Shell Armor,Adaptability,32.8,1.1,Red,Water 1,Water 3,Water,Dark
343,Baltoy,40,40,55,40,70,55,300,Levitate,NULL,NULL,21.5,0.5,Brown,Mineral,NULL,Ground,Psychic
344,Claydol,60,70,105,70,120,75,500,Levitate,NULL,NULL,108,1.5,Black,Mineral,NULL,Ground,Psychic
345,Lileep,66,41,77,61,87,23,355,Suction Cups,NULL,Storm Drain,23.8,1,Purple,Water 3,NULL,Rock,Grass
346,Cradily,86,81,97,81,107,43,495,Suction Cups,NULL,Storm Drain,60.4,1.5,Green,Water 3,NULL,Rock,Grass
347,Anorith,45,95,50,40,50,75,355,Battle Armor,NULL,Swift Swim,12.5,0.7,Gray,Water 3,NULL,Rock,Bug
348,Armaldo,75,125,100,70,80,45,495,Battle Armor,NULL,Swift Swim,68.2,1.5,Gray,Water 3,NULL,Rock,Bug
349,Feebas,20,15,20,10,55,80,200,Swift Swim,NULL,Adaptability,7.4,0.6,Brown,Water 1,Dragon,Water,NULL
350,Milotic,95,60,79,100,125,81,540,Marvel Scale,Competitive,Cute Charm,162,6.2,Pink,Water 1,Dragon,Water,NULL
351,Castform (Normal),70,70,70,70,70,70,420,Forecast,NULL,NULL,0.8,0.3,Gray,Fairy,Amorphous,Normal,NULL
351.1,Castform (Rainy),70,70,70,70,70,70,420,Forecast,NULL,NULL,0.8,0.3,Blue,Fairy,Amorphous,Water,NULL
351.2,Castform (Snowy),70,70,70,70,70,70,420,Forecast,NULL,NULL,0.8,0.3,White,Fairy,Amorphous,Ice,NULL
351.3,Castform (Sunny),70,70,70,70,70,70,420,Forecast,NULL,NULL,0.8,0.3,Red,Fairy,Amorphous,Fire,NULL
352,Kecleon,60,90,70,60,120,40,440,Color Change,NULL,NULL,22,1,Green,Field,NULL,Normal,NULL
353,Shuppet,44,75,35,63,33,45,295,Insomnia,Frisk,Cursed Body,2.3,0.6,Black,Amorphous,NULL,Ghost,NULL
354,Banette,64,115,65,83,63,65,455,Insomnia,Frisk,Cursed Body,12.5,1.1,Black,Amorphous,NULL,Ghost,NULL
354.1,Banette (Mega),64,165,75,93,83,75,555,Prankster,NULL,NULL,13,1.2,Black,Amorphous,NULL,Ghost,NULL
355,Duskull,20,40,90,30,90,25,295,Levitate,NULL,NULL,15,0.8,Black,Amorphous,NULL,Ghost,NULL
356,Dusclops,40,70,130,60,130,25,455,Pressure,NULL,NULL,30.6,1.6,Black,Amorphous,NULL,Ghost,NULL
357,Tropius,99,68,83,72,87,51,460,Chlorophyll,Solar Power,Harvest,100,2,Green,Monster,Grass,Grass,Flying
358,Chimecho,75,50,89,95,90,65,464,Levitate,NULL,NULL,1,0.6,Blue,Amorphous,NULL,Psychic,NULL
359,Absol,65,130,60,75,60,75,465,Pressure,Super Luck,Justified,47,1.2,White,Field,NULL,Dark,NULL
359.1,Absol (Mega),65,150,60,115,60,115,565,Magic Bounce,NULL,NULL,49,1.2,White,Field,NULL,Dark,NULL
360,Wynaut,95,23,48,23,48,23,260,Shadow Tag,NULL,Telepathy,14,0.6,Blue,Undiscovered,NULL,Psychic,NULL
361,Snorunt,50,50,50,50,50,50,300,Inner Focus,Ice Body,Moody,16.8,0.7,Gray,Fairy,Mineral,Ice,NULL
362,Glalie,80,80,80,80,80,80,480,Inner Focus,Ice Body,Moody,256.5,1.5,Gray,Fairy,Mineral,Ice,NULL
362.1,Glalie (Mega),80,120,80,120,80,100,580,Refrigerate,NULL,NULL,350.2,2.1,Gray,Fairy,Mineral,Ice,NULL
363,Spheal,70,40,50,55,50,25,290,Thick Fat,Ice Body,Oblivious,39.5,0.8,Blue,Water 1,Field,Ice,Water
364,Sealeo,90,60,70,75,70,45,410,Thick Fat,Ice Body,Oblivious,87.6,1.1,Blue,Water 1,Field,Ice,Water
365,Walrein,110,80,90,95,90,65,530,Thick Fat,Ice Body,Oblivious,150.6,1.4,Blue,Water 1,Field,Ice,Water
366,Clamperl,35,64,85,74,55,32,345,Shell Armor,NULL,Rattled,52.5,0.4,Blue,Water 1,NULL,Water,NULL
367,Huntail,55,104,105,94,75,52,485,Swift Swim,NULL,Water Veil,27,1.7,Blue,Water 1,NULL,Water,NULL
368,Gorebyss,55,84,105,114,75,52,485,Swift Swim,NULL,Hydration,22.6,1.8,Pink,Water 1,NULL,Water,NULL
369,Relicanth,100,90,130,45,65,55,485,Swift Swim,Rock Head,Sturdy,23.4,1,Gray,Water 1,Water 2,Water,Rock
370,Luvdisc,43,30,55,40,65,97,330,Swift Swim,NULL,Hydration,8.7,0.6,Pink,Water 2,NULL,Water,NULL
371,Bagon,45,75,60,40,30,50,300,Rock Head,NULL,Sheer Force,42.1,0.6,Blue,Dragon,NULL,Dragon,NULL
372,Shelgon,65,95,100,60,50,50,420,Rock Head,NULL,Overcoat,110.5,1.1,White,Dragon,NULL,Dragon,NULL
373,Salamence,95,135,80,110,80,100,600,Intimidate,NULL,Moxie,102.6,1.5,Blue,Dragon,NULL,Dragon,Flying
373.1,Salamence (Mega),95,145,130,120,90,120,700,Aerilate,NULL,NULL,112.6,1.8,Blue,Dragon,NULL,Dragon,Flying
374,Beldum,40,55,80,35,60,30,300,Clear Body,NULL,Light Metal,95.2,0.6,Blue,Mineral,NULL,Steel,Psychic
375,Metang,60,75,100,55,80,50,420,Clear Body,NULL,Light Metal,202.5,1.2,Blue,Mineral,NULL,Steel,Psychic
376,Metagross,80,135,130,95,90,70,600,Clear Body,NULL,Light Metal,550,1.6,Blue,Mineral,NULL,Steel,Psychic
376.1,Metagross (Mega),80,145,150,105,110,110,700,Tough Claws,NULL,NULL,942.9,2.5,Blue,Mineral,NULL,Steel,Psychic
377,Regirock,80,100,200,50,100,50,580,Clear Body,NULL,Sturdy,230,1.7,Brown,Undiscovered,NULL,Rock,NULL
378,Regice,80,50,100,100,200,50,580,Clear Body,NULL,Ice Body,175,1.8,Blue,Undiscovered,NULL,Ice,NULL
379,Registeel,80,75,150,75,150,50,580,Clear Body,NULL,Light Metal,205,1.9,Gray,Undiscovered,NULL,Steel,NULL
380,Latias,80,80,90,110,130,110,600,Levitate,NULL,NULL,40,1.4,Red,Undiscovered,NULL,Dragon,Psychic
380.1,Latias,80,100,120,140,150,110,700,Levitate,NULL,NULL,40,1.4,Purple,Undiscovered,NULL,Dragon,Psychic
381,Latios,80,90,80,130,110,110,600,Levitate,NULL,NULL,60,2,Blue,Undiscovered,NULL,Dragon,Psychic
381.1,Latios,80,130,100,160,120,110,700,Levitate,NULL,NULL,60,2,Purple,Undiscovered,NULL,Dragon,Psychic
382,Kyogre,100,100,90,150,140,90,670,Drizzle,NULL,NULL,352,4.5,Blue,Undiscovered,NULL,Water,NULL
382.1,Kyogre (Primal),100,150,90,180,160,90,770,Primordial Sea,NULL,NULL,430,9.8,Blue,Undiscovered,NULL,Water,NULL
383,Groudon,100,150,140,100,90,90,670,Drought,NULL,NULL,950,3.5,Red,Undiscovered,NULL,Ground,NULL
383.1,Groudon (Primal),100,180,160,150,90,90,770,Desolate Land,NULL,NULL,999.7,5,Red,Undiscovered,NULL,Ground,Fire
384,Rayquaza,105,150,90,150,90,95,680,Air Lock,NULL,NULL,206.5,7,Green,Undiscovered,NULL,Dragon,Flying
384.1,Rayquaza (Mega),105,180,100,180,100,115,780,Delta Stream,NULL,NULL,206.5,7,Green,Undiscovered,NULL,Dragon,Flying
385,Jirachi,100,100,100,100,100,100,600,Serene Grace,NULL,NULL,1.1,0.3,Yellow,Undiscovered,NULL,Steel,Psychic
386,Deoxys (Normal),50,150,50,150,50,150,600,Pressure,NULL,NULL,60.8,1.7,Red,Undiscovered,NULL,Psychic,NULL
386.1,Deoxys (Attack),50,180,20,180,20,150,600,Pressure,NULL,NULL,60.8,1.7,Red,Undiscovered,NULL,Psychic,NULL
386.2,Deoxys (Defense),50,70,160,70,160,90,600,Pressure,NULL,NULL,60.8,1.7,Red,Undiscovered,NULL,Psychic,NULL
386.3,Deoxys (Speed),50,95,90,95,90,180,600,Pressure,NULL,NULL,60.8,1.7,Red,Undiscovered,NULL,Psychic,NULL
